Transaction ID,Transaction Amount,Transaction Location,Transaction Time,Cardholder ID,Is Fraud?
TXN00801,289.33,Houston,2023-05-17 06:27:00,CH000,0
TXN00802,1808.8,Phoenix,2023-04-22 09:51:00,CH001,0
TXN00803,3793.59,New York,2023-03-07 18:59:00,CH002,0
TXN00804,1922.73,Los Angeles,2023-06-05 01:45:00,CH003,0
TXN00805,1372.48,Chicago,2023-07-04 17:28:00,CH004,0
TXN00806,2272.63,Los Angeles,2023-05-05 19:27:00,CH005,0
TXN00807,3542.03,Houston,2023-06-23 16:56:00,CH006,0
TXN00808,2627.14,New York,2023-02-25 08:49:00,CH007,0
TXN00809,250.17,Houston,2023-07-11 12:24:00,CH008,0
TXN00810,1857.66,Houston,2023-02-04 23:47:00,CH009,0
TXN00811,3218.24,New York,2023-03-19 11:55:00,CH010,0
TXN00812,3698.5,Los Angeles,2023-04-15 16:58:00,CH011,0
TXN00813,3206.1,Houston,2023-05-04 12:32:00,CH012,0
TXN00814,3112.62,Los Angeles,2023-09-20 09:52:00,CH013,0
TXN00815,1546.98,Phoenix,2023-04-14 14:40:00,CH014,0
TXN00816,117.43,Los Angeles,2023-05-11 08:57:00,CH015,0
TXN00817,4174.19,Houston,2023-07-16 22:09:00,CH016,1
TXN00818,666.64,Chicago,2023-01-28 16:30:00,CH017,0
TXN00819,4675.68,New York,2023-11-12 05:41:00,CH018,1
TXN00820,3552.43,Houston,2023-02-20 14:05:00,CH019,0
TXN00821,4633.04,New York,2023-11-08 03:21:00,CH020,1
TXN00822,2323.95,New York,2023-03-10 00:55:00,CH021,0
TXN00823,1690.16,New York,2023-12-22 18:39:00,CH022,0
TXN00824,3063.18,New York,2023-02-17 01:02:00,CH023,0
TXN00825,2368.83,Los Angeles,2023-11-04 05:21:00,CH024,0
TXN00826,2864.17,New York,2023-11-27 18:11:00,CH025,0
TXN00827,4729.65,Chicago,2023-12-14 16:30:00,CH026,1
TXN00828,3666.31,Los Angeles,2023-07-18 13:40:00,CH027,0
TXN00829,4201.92,Chicago,2023-07-16 11:19:00,CH028,0
TXN00830,4639.03,Phoenix,2023-08-20 22:37:00,CH029,0
TXN00831,719.11,Phoenix,2023-08-16 16:43:00,CH030,0
TXN00832,3646.75,New York,2023-01-09 21:56:00,CH031,0
TXN00833,816.82,Chicago,2023-11-08 10:15:00,CH032,0
TXN00834,2659.77,Phoenix,2023-07-28 06:18:00,CH033,0
TXN00835,3367.85,Chicago,2023-04-06 15:56:00,CH034,0
TXN00836,2675.6,Phoenix,2023-05-17 18:12:00,CH035,0
TXN00837,1335.01,New York,2023-05-13 13:53:00,CH036,0
TXN00838,1484.58,Chicago,2023-02-19 06:17:00,CH037,0
TXN00839,91.46,Chicago,2023-05-01 05:59:00,CH038,0
TXN00840,3468.37,Phoenix,2023-09-19 23:35:00,CH039,0
TXN00841,1282.2,New York,2023-02-24 02:27:00,CH040,0
TXN00842,1857.39,Chicago,2023-08-10 01:02:00,CH041,0
TXN00843,4978.8,Houston,2023-12-23 04:05:00,CH042,0
TXN00844,3876.41,Houston,2023-08-20 23:19:00,CH043,0
TXN00845,2915.38,Houston,2023-05-21 16:57:00,CH044,0
TXN00846,2047.26,New York,2023-07-16 11:13:00,CH045,0
TXN00847,2225.19,Phoenix,2023-11-13 07:00:00,CH046,0
TXN00848,2404.08,Phoenix,2023-05-13 22:30:00,CH047,0
TXN00849,2489.36,Houston,2023-06-15 11:53:00,CH048,0
TXN00850,750.36,Chicago,2023-05-13 14:55:00,CH049,0
TXN00851,4371.62,Los Angeles,2023-11-21 10:55:00,CH050,0
TXN00852,4860.51,Los Angeles,2023-03-21 06:07:00,CH051,0
TXN00853,2784.23,Houston,2023-09-14 18:37:00,CH052,0
TXN00854,1325.91,New York,2023-11-22 11:50:00,CH053,0
TXN00855,4209.36,Phoenix,2023-09-25 10:19:00,CH054,1
TXN00856,821.26,Phoenix,2023-11-09 10:00:00,CH055,0
TXN00857,716.88,Los Angeles,2023-04-16 16:35:00,CH056,0
TXN00858,3238.29,Houston,2023-02-15 09:02:00,CH057,0
TXN00859,2644.69,Chicago,2023-10-10 09:20:00,CH058,0
TXN00860,2769.44,Chicago,2023-02-28 10:54:00,CH059,0
TXN00861,2332.14,Phoenix,2023-07-01 17:27:00,CH060,0
TXN00862,639.32,New York,2023-11-02 10:30:00,CH061,0
TXN00863,1626.86,Houston,2023-11-05 01:01:00,CH062,0
TXN00864,204.95,Chicago,2023-01-08 06:41:00,CH063,0
TXN00865,2719.3,Chicago,2023-02-23 14:05:00,CH064,0
TXN00866,890.12,New York,2023-02-17 18:11:00,CH065,0
TXN00867,760.87,Los Angeles,2023-08-19 19:31:00,CH066,0
TXN00868,3565.34,New York,2023-08-22 00:27:00,CH067,0
TXN00869,333.7,Houston,2023-11-13 03:33:00,CH068,0
TXN00870,3988.51,Houston,2023-07-06 21:07:00,CH069,0
TXN00871,3423.07,New York,2023-10-11 17:09:00,CH070,0
TXN00872,1267.63,Los Angeles,2023-01-06 07:15:00,CH071,0
TXN00873,1314.6,Houston,2023-04-27 21:08:00,CH072,0
TXN00874,3263.31,Chicago,2023-09-18 14:36:00,CH073,0
TXN00875,4667.07,New York,2023-02-15 12:53:00,CH074,0
TXN00876,2043.97,Los Angeles,2023-04-12 16:56:00,CH075,0
TXN00877,501.48,Chicago,2023-09-17 19:44:00,CH076,0
TXN00878,2107.81,New York,2023-12-12 04:00:00,CH077,0
TXN00879,224.44,Houston,2023-10-22 16:54:00,CH078,0
TXN00880,4366.44,New York,2023-09-17 18:48:00,CH079,1
TXN00881,1760.74,Phoenix,2023-03-25 18:32:00,CH080,0
TXN00882,1937.61,Houston,2023-08-10 20:17:00,CH081,0
TXN00883,2691.28,Phoenix,2023-08-20 15:22:00,CH082,0
TXN00884,3833.84,Houston,2023-03-20 14:23:00,CH083,0
TXN00885,2834.43,Los Angeles,2023-02-17 04:20:00,CH084,0
TXN00886,2709.59,Chicago,2023-03-14 09:30:00,CH085,0
TXN00887,2036.41,Phoenix,2023-05-08 12:44:00,CH086,0
TXN00888,3458.1,New York,2023-05-11 22:17:00,CH087,0
TXN00889,1270.22,Phoenix,2023-08-20 23:50:00,CH088,0
TXN00890,2408.78,Houston,2023-07-20 13:25:00,CH089,0
TXN00891,891.08,Phoenix,2023-04-22 03:48:00,CH090,0
TXN00892,908.23,Houston,2023-07-02 20:41:00,CH091,0
TXN00893,3568.06,Los Angeles,2023-12-28 03:03:00,CH092,0
TXN00894,3827.44,Houston,2023-10-18 16:10:00,CH093,0
TXN00895,3293.16,Phoenix,2023-01-05 13:46:00,CH094,0
TXN00896,3967.83,Chicago,2023-05-23 14:46:00,CH095,0
TXN00897,2871.22,Phoenix,2023-03-07 17:39:00,CH096,0
TXN00898,1628.65,Los Angeles,2023-04-08 04:26:00,CH097,0
TXN00899,542.69,New York,2023-09-28 07:46:00,CH098,0
TXN00900,634.84,Chicago,2023-11-20 07:16:00,CH099,0
TXN00901,3826.73,Phoenix,2023-03-27 15:07:00,CH000,0
TXN00902,3912.73,Los Angeles,2023-08-26 01:14:00,CH001,0
TXN00903,1732.09,Phoenix,2023-06-18 15:10:00,CH002,0
TXN00904,3291.34,Chicago,2023-01-07 16:30:00,CH003,0
TXN00905,2655.23,Chicago,2023-05-18 04:34:00,CH004,0
TXN00906,984.58,New York,2023-06-17 06:58:00,CH005,0
TXN00907,2134.02,Houston,2023-08-27 06:04:00,CH006,0
TXN00908,2973.26,Chicago,2023-08-17 19:02:00,CH007,0
TXN00909,328.46,Los Angeles,2023-12-07 19:57:00,CH008,0
TXN00910,1456.36,Chicago,2023-02-03 11:15:00,CH009,0
TXN00911,3006.18,Chicago,2023-09-14 13:22:00,CH010,0
TXN00912,1552.33,Houston,2023-11-25 20:37:00,CH011,0
TXN00913,3728.54,New York,2023-05-02 19:24:00,CH012,0
TXN00914,2563.3,Chicago,2023-05-12 15:31:00,CH013,0
TXN00915,3253.56,New York,2023-11-10 22:21:00,CH014,0
TXN00916,1853.22,Chicago,2023-07-03 18:20:00,CH015,0
TXN00917,4202.91,Houston,2023-05-23 16:41:00,CH016,0
TXN00918,4409.91,Los Angeles,2023-10-02 11:38:00,CH017,0
TXN00919,1883.84,Houston,2023-04-09 15:53:00,CH018,0
TXN00920,3658.84,Phoenix,2023-03-22 15:22:00,CH019,0
TXN00921,4327.12,Chicago,2023-10-23 18:41:00,CH020,0
TXN00922,4584.92,Phoenix,2023-11-19 22:18:00,CH021,1
TXN00923,3499.37,New York,2023-08-17 06:19:00,CH022,0
TXN00924,3173.61,Phoenix,2023-01-15 02:50:00,CH023,0
TXN00925,4476.33,Phoenix,2023-02-24 05:47:00,CH024,0
TXN00926,3214.74,Chicago,2023-02-19 21:39:00,CH025,0
TXN00927,1144.24,Phoenix,2023-04-06 19:11:00,CH026,0
TXN00928,3881.09,Houston,2023-01-06 14:11:00,CH027,0
TXN00929,3846.2,Houston,2023-05-17 04:15:00,CH028,0
TXN00930,3478.19,Houston,2023-10-24 09:53:00,CH029,0
TXN00931,1004.41,Chicago,2023-05-18 13:16:00,CH030,0
TXN00932,2722.64,Phoenix,2023-04-01 15:49:00,CH031,0
TXN00933,4308.31,Chicago,2023-10-04 15:13:00,CH032,1
TXN00934,1304.02,Chicago,2023-11-13 22:48:00,CH033,0
TXN00935,4034.94,Phoenix,2023-07-09 12:26:00,CH034,0
TXN00936,1417.25,Chicago,2023-01-13 13:29:00,CH035,0
TXN00937,42.89,Phoenix,2023-04-18 04:53:00,CH036,0
TXN00938,2697.06,Chicago,2023-08-26 08:23:00,CH037,0
TXN00939,3637.41,Phoenix,2023-10-11 00:53:00,CH038,0
TXN00940,4267.32,New York,2023-07-18 22:47:00,CH039,0
TXN00941,3700.07,Phoenix,2023-06-12 07:39:00,CH040,0
TXN00942,990.52,New York,2023-09-27 16:20:00,CH041,0
TXN00943,1547.51,Chicago,2023-03-15 05:17:00,CH042,0
TXN00944,2974.0,Los Angeles,2023-07-13 21:29:00,CH043,0
TXN00945,3319.62,Phoenix,2023-02-18 09:56:00,CH044,0
TXN00946,1390.69,Phoenix,2023-05-13 17:00:00,CH045,0
TXN00947,2105.81,Houston,2023-03-13 08:57:00,CH046,0
TXN00948,1109.15,Houston,2023-05-09 21:45:00,CH047,0
TXN00949,508.26,Chicago,2023-02-12 11:30:00,CH048,0
TXN00950,1337.28,Chicago,2023-07-22 22:40:00,CH049,0
TXN00951,1329.89,Los Angeles,2023-01-17 00:41:00,CH050,0
TXN00952,1848.43,New York,2023-08-04 23:47:00,CH051,0
TXN00953,4755.52,Chicago,2023-05-09 03:46:00,CH052,0
TXN00954,3152.88,New York,2023-07-27 23:02:00,CH053,0
TXN00955,4493.84,Los Angeles,2023-09-22 11:39:00,CH054,0
TXN00956,1945.37,Chicago,2023-06-27 19:56:00,CH055,0
TXN00957,2913.57,Houston,2023-11-28 19:26:00,CH056,0
TXN00958,1379.78,Los Angeles,2023-06-05 10:13:00,CH057,0
TXN00959,3647.99,Los Angeles,2023-07-03 20:56:00,CH058,0
TXN00960,706.84,Phoenix,2023-03-07 08:23:00,CH059,0
TXN00961,311.02,Los Angeles,2023-02-27 07:12:00,CH060,0
TXN00962,1246.7,Houston,2023-04-12 02:49:00,CH061,0
TXN00963,4209.3,Chicago,2023-04-06 21:11:00,CH062,1
TXN00964,2849.85,Los Angeles,2023-07-22 16:06:00,CH063,0
TXN00965,3367.23,Los Angeles,2023-11-17 04:59:00,CH064,0
TXN00966,2962.87,Phoenix,2023-04-22 07:32:00,CH065,0
TXN00967,1663.9,New York,2023-12-08 12:21:00,CH066,0
TXN00968,4034.91,Los Angeles,2023-12-20 17:19:00,CH067,1
TXN00969,2462.38,Los Angeles,2023-08-05 00:39:00,CH068,0
TXN00970,3388.79,Chicago,2023-05-07 02:32:00,CH069,0
TXN00971,3159.91,New York,2023-01-02 23:53:00,CH070,0
TXN00972,2848.97,New York,2023-09-06 19:12:00,CH071,0
TXN00973,1358.01,Houston,2023-09-12 15:49:00,CH072,0
TXN00974,632.34,Houston,2023-06-09 17:45:00,CH073,0
TXN00975,4952.63,Phoenix,2023-11-14 14:31:00,CH074,1
TXN00976,3449.1,Chicago,2023-02-21 19:29:00,CH075,0
TXN00977,161.36,Houston,2023-08-02 17:42:00,CH076,0
TXN00978,1259.92,Los Angeles,2023-07-14 16:45:00,CH077,0
TXN00979,4946.58,New York,2023-07-15 07:01:00,CH078,0
TXN00980,730.5,Houston,2023-07-16 18:53:00,CH079,0
TXN00981,2470.16,Phoenix,2023-08-21 13:19:00,CH080,0
TXN00982,1053.29,Chicago,2023-12-21 10:51:00,CH081,0
TXN00983,2105.82,New York,2023-02-16 21:32:00,CH082,0
TXN00984,648.59,Chicago,2023-05-17 00:43:00,CH083,0
TXN00985,4112.53,New York,2023-10-12 11:35:00,CH084,0
TXN00986,1680.75,Houston,2023-09-24 06:29:00,CH085,0
TXN00987,1695.6,Chicago,2023-05-04 21:45:00,CH086,0
TXN00988,2984.12,New York,2023-03-09 20:49:00,CH087,0
TXN00989,4019.49,Chicago,2023-07-17 07:12:00,CH088,0
TXN00990,1360.95,Houston,2023-03-25 06:04:00,CH089,0
TXN00991,1688.41,New York,2023-02-14 12:37:00,CH090,0
TXN00992,2571.14,Los Angeles,2023-01-17 14:02:00,CH091,0
TXN00993,179.94,Los Angeles,2023-07-27 17:19:00,CH092,0
TXN00994,2690.75,Los Angeles,2023-09-04 02:03:00,CH093,0
TXN00995,1777.6,Phoenix,2023-11-14 08:45:00,CH094,0
TXN00996,3529.34,Phoenix,2023-12-14 03:14:00,CH095,0
TXN00997,2082.39,Phoenix,2023-09-14 11:14:00,CH096,0
TXN00998,3294.85,Phoenix,2023-07-09 07:59:00,CH097,0
TXN00999,3448.04,Houston,2023-01-07 02:27:00,CH098,0
TXN01000,4456.99,Phoenix,2023-02-05 17:55:00,CH099,0
